filename,split,group,code,modality,class_id,class_name,source_reference,variant,mask_quality
rgb_1_1_leak_v1.jpg,train,rgb1_1.1,1.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_1_1_leak_v2.jpg,train,rgb1_1.1,1.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_1_2_leak_v1.jpg,test,rgb1_1.2,1.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_1_2_leak_v2.jpg,test,rgb1_1.2,1.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_1_3_leak_v1.jpg,val,rgb1_1.3,1.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_1_3_leak_v2.jpg,val,rgb1_1.3,1.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_1_4_leak_v1.jpg,train,rgb1_1.4,1.4,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_1_4_leak_v2.jpg,train,rgb1_1.4,1.4,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_1_5_leak_v1.jpg,train,rgb1_1.5,1.5,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_1_5_leak_v2.jpg,train,rgb1_1.5,1.5,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_2_1_leak_v1.jpg,val,rgb1_2.1,2.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_2_1_leak_v2.jpg,val,rgb1_2.1,2.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_2_2_leak_v1.jpg,val,rgb1_2.2,2.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_2_2_leak_v2.jpg,val,rgb1_2.2,2.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_2_3_leak_v1.jpg,test,rgb1_2.3,2.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_2_3_leak_v2.jpg,test,rgb1_2.3,2.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_2_4_leak_v1.jpg,val,rgb1_2.4,2.4,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_2_4_leak_v2.jpg,val,rgb1_2.4,2.4,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_2_5_leak_v1.jpg,train,rgb1_2.5,2.5,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_2_5_leak_v2.jpg,train,rgb1_2.5,2.5,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_3_1_leak_v1.jpg,train,rgb1_3.1,3.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_3_1_leak_v2.jpg,train,rgb1_3.1,3.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_3_2_leak_v1.jpg,train,rgb1_3.2,3.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_3_2_leak_v2.jpg,train,rgb1_3.2,3.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_3_3_leak_v1.jpg,train,rgb1_3.3,3.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_3_3_leak_v2.jpg,train,rgb1_3.3,3.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_3_4_leak_v1.jpg,train,rgb1_3.4,3.4,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_3_4_leak_v2.jpg,train,rgb1_3.4,3.4,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_4_1_leak_v1.jpg,val,rgb1_4.1,4.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_4_1_leak_v2.jpg,val,rgb1_4.1,4.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_4_2_leak_v1.jpg,val,rgb1_4.2,4.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_4_2_leak_v2.jpg,val,rgb1_4.2,4.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_4_3_leak_v1.jpg,train,rgb1_4.3,4.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_4_3_leak_v2.jpg,train,rgb1_4.3,4.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_4_4_leak_v1.jpg,test,rgb1_4.4,4.4,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_4_4_leak_v2.jpg,test,rgb1_4.4,4.4,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_4_5_leak_v1.jpg,train,rgb1_4.5,4.5,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_4_5_leak_v2.jpg,train,rgb1_4.5,4.5,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_5_1_leak_v1.jpg,train,rgb1_5.1,5.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_5_1_leak_v2.jpg,train,rgb1_5.1,5.1,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_5_2_leak_v1.jpg,train,rgb1_5.2,5.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_5_2_leak_v2.jpg,train,rgb1_5.2,5.2,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_5_3_leak_v1.jpg,train,rgb1_5.3,5.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,1,approximate synthetic weak mask
rgb_5_3_leak_v2.jpg,train,rgb1_5.3,5.3,rgb,1,hydraulic_oil_leak,rgb_collage_1,2,approximate synthetic weak mask
rgb_6_1_no_leak_v1.jpg,train,rgb1_6.1,6.1,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_6_1_no_leak_v2.jpg,train,rgb1_6.1,6.1,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_6_2_no_leak_v1.jpg,test,rgb1_6.2,6.2,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_6_2_no_leak_v2.jpg,test,rgb1_6.2,6.2,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_6_3_no_leak_v1.jpg,train,rgb1_6.3,6.3,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_6_3_no_leak_v2.jpg,train,rgb1_6.3,6.3,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_6_4_no_leak_v1.jpg,val,rgb1_6.4,6.4,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_6_4_no_leak_v2.jpg,val,rgb1_6.4,6.4,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_6_5_no_leak_v1.jpg,val,rgb1_6.5,6.5,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_6_5_no_leak_v2.jpg,val,rgb1_6.5,6.5,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_7_1_no_leak_v1.jpg,train,rgb1_7.1,7.1,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_7_1_no_leak_v2.jpg,train,rgb1_7.1,7.1,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_7_2_no_leak_v1.jpg,train,rgb1_7.2,7.2,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_7_2_no_leak_v2.jpg,train,rgb1_7.2,7.2,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_7_3_no_leak_v1.jpg,train,rgb1_7.3,7.3,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_7_3_no_leak_v2.jpg,train,rgb1_7.3,7.3,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_8_1_no_leak_v1.jpg,train,rgb1_8.1,8.1,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_8_1_no_leak_v2.jpg,train,rgb1_8.1,8.1,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_8_2_no_leak_v1.jpg,test,rgb1_8.2,8.2,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_8_2_no_leak_v2.jpg,test,rgb1_8.2,8.2,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_8_3_no_leak_v1.jpg,train,rgb1_8.3,8.3,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_8_3_no_leak_v2.jpg,train,rgb1_8.3,8.3,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_8_4_no_leak_v1.jpg,val,rgb1_8.4,8.4,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_8_4_no_leak_v2.jpg,val,rgb1_8.4,8.4,rgb,0,no_leak,rgb_collage_1,2,empty
rgb_8_5_no_leak_v1.jpg,train,rgb1_8.5,8.5,rgb,0,no_leak,rgb_collage_1,1,empty
rgb_8_5_no_leak_v2.jpg,train,rgb1_8.5,8.5,rgb,0,no_leak,rgb_collage_1,2,empty
visible_H1_leak_v1.jpg,train,uvgroup_H1,H1,rgb,1,hydraulic_oil_leak,uv_collage,1,approximate synthetic weak mask
visible_H1_leak_v2.jpg,train,uvgroup_H1,H1,rgb,1,hydraulic_oil_leak,uv_collage,2,approximate synthetic weak mask
uv_H1_leak_v1.jpg,train,uvgroup_H1,H1,uv,1,hydraulic_oil_leak,uv_collage,1,UV color-derived
uv_H1_leak_v2.jpg,train,uvgroup_H1,H1,uv,1,hydraulic_oil_leak,uv_collage,2,UV color-derived
visible_H2_leak_v1.jpg,train,uvgroup_H2,H2,rgb,1,hydraulic_oil_leak,uv_collage,1,approximate synthetic weak mask
visible_H2_leak_v2.jpg,train,uvgroup_H2,H2,rgb,1,hydraulic_oil_leak,uv_collage,2,approximate synthetic weak mask
uv_H2_leak_v1.jpg,train,uvgroup_H2,H2,uv,1,hydraulic_oil_leak,uv_collage,1,UV color-derived
